CWE-20	JavaScript/TypeScript	js/count-untrusted-data-external-api	Frequency counts for external APIs that are used with untrusted data
CWE-78	JavaScript/TypeScript	js/indirect-command-line-injection	Indirect uncontrolled command line
CWE-78	JavaScript/TypeScript	js/second-order-command-line-injection	Second order command injection
CWE-78	JavaScript/TypeScript	js/shell-command-injection-from-environment	Shell command built from environment values
CWE-78	JavaScript/TypeScript	js/shell-command-constructed-from-input	Unsafe shell command constructed from library input
CWE-78	JavaScript/TypeScript	js/unnecessary-use-of-cat	Unnecessary use of cat process
CWE-78	JavaScript/TypeScript	js/prototype-polluting-assignment	Prototype-polluting assignment
CWE-78	JavaScript/TypeScript	js/prototype-pollution-utility	Prototype-polluting function
CWE-78	JavaScript/TypeScript	js/prototype-pollution	Prototype-polluting merge call
CWE-78	JavaScript/TypeScript	js/command-line-injection-more-sources	Uncontrolled command line with additional heuristic sources
CWE-78	JavaScript/TypeScript	js/prototype-polluting-assignment-more-sources	Prototype-polluting assignment with additional heuristic sources
CWE-79	JavaScript/TypeScript	js/disabling-electron-websecurity	Disabling Electron webSecurity
CWE-79	JavaScript/TypeScript	js/xss-through-exception	Exception text reinterpreted as HTML
CWE-79	JavaScript/TypeScript	js/reflected-xss	Reflected cross-site scripting
CWE-79	JavaScript/TypeScript	js/stored-xss	Stored cross-site scripting
CWE-79	JavaScript/TypeScript	js/html-constructed-from-input	Unsafe HTML constructed from library input
CWE-79	JavaScript/TypeScript	js/unsafe-jquery-plugin	Unsafe jQuery plugin
CWE-79	JavaScript/TypeScript	js/xss	Client-side cross-site scripting
CWE-79	JavaScript/TypeScript	js/xss-through-dom	DOM text reinterpreted as HTML
CWE-79	JavaScript/TypeScript	js/code-injection	Code injection
CWE-79	JavaScript/TypeScript	js/bad-code-sanitization	Improper code sanitization
CWE-79	JavaScript/TypeScript	js/unsafe-code-construction	Unsafe code constructed from library input
CWE-79	JavaScript/TypeScript	js/bad-tag-filter	Bad HTML filtering regexp
CWE-79	JavaScript/TypeScript	js/incomplete-html-attribute-sanitization	Incomplete HTML attribute sanitization
CWE-79	JavaScript/TypeScript	js/incomplete-multi-character-sanitization	Incomplete multi-character sanitization
CWE-79	JavaScript/TypeScript	js/incomplete-sanitization	Incomplete string escaping or encoding
CWE-79	JavaScript/TypeScript	js/unsafe-html-expansion	Unsafe expansion of self-closing HTML tag
CWE-79	JavaScript/TypeScript	js/client-side-unvalidated-url-redirection	Client-side URL redirect
CWE-79	JavaScript/TypeScript	js/prototype-polluting-assignment	Prototype-polluting assignment
CWE-79	JavaScript/TypeScript	js/prototype-pollution-utility	Prototype-polluting function
CWE-79	JavaScript/TypeScript	js/prototype-pollution	Prototype-polluting merge call
CWE-79	JavaScript/TypeScript	js/xss-more-sources	Client-side cross-site scripting with additional heuristic sources
CWE-79	JavaScript/TypeScript	js/code-injection-more-sources	Code injection with additional heuristic sources
CWE-79	JavaScript/TypeScript	js/prototype-polluting-assignment-more-sources	Prototype-polluting assignment with additional heuristic sources
CWE-80	JavaScript/TypeScript	js/bad-tag-filter	Bad HTML filtering regexp
CWE-80	JavaScript/TypeScript	js/incomplete-multi-character-sanitization	Incomplete multi-character sanitization
CWE-80	JavaScript/TypeScript	js/incomplete-sanitization	Incomplete string escaping or encoding
CWE-88	JavaScript/TypeScript	js/command-line-injection	Uncontrolled command line
CWE-88	JavaScript/TypeScript	js/indirect-command-line-injection	Indirect uncontrolled command line
CWE-88	JavaScript/TypeScript	js/second-order-command-line-injection	Second order command injection
CWE-88	JavaScript/TypeScript	js/shell-command-injection-from-environment	Shell command built from environment values
CWE-88	JavaScript/TypeScript	js/shell-command-constructed-from-input	Unsafe shell command constructed from library input
CWE-88	JavaScript/TypeScript	js/command-line-injection-more-sources	Uncontrolled command line with additional heuristic sources
CWE-89	JavaScript/TypeScript	js/sql-injection	Database query built from user-controlled sources
CWE-89	JavaScript/TypeScript	js/sql-injection-more-sources	Database query built from user-controlled sources with additional heuristic sources
CWE-90	JavaScript/TypeScript	js/sql-injection	Database query built from user-controlled sources
CWE-90	JavaScript/TypeScript	js/sql-injection-more-sources	Database query built from user-controlled sources with additional heuristic sources
CWE-91	JavaScript/TypeScript	js/xpath-injection	XPath injection
CWE-91	JavaScript/TypeScript	js/xpath-injection-more-sources	XPath injection with additional heuristic sources
CWE-94	JavaScript/TypeScript	js/enabling-electron-renderer-node-integration	Enabling Node.js integration for Electron web content renderers
CWE-94	JavaScript/TypeScript	js/template-object-injection	Template Object Injection
CWE-94	JavaScript/TypeScript	js/code-injection	Code injection
CWE-94	JavaScript/TypeScript	js/actions/command-injection	Expression injection in Actions
CWE-94	JavaScript/TypeScript	js/bad-code-sanitization	Improper code sanitization
CWE-94	JavaScript/TypeScript	js/unsafe-code-construction	Unsafe code constructed from library input
CWE-94	JavaScript/TypeScript	js/unsafe-dynamic-method-access	Unsafe dynamic method access
CWE-94	JavaScript/TypeScript	js/prototype-polluting-assignment	Prototype-polluting assignment
CWE-94	JavaScript/TypeScript	js/prototype-pollution-utility	Prototype-polluting function
CWE-94	JavaScript/TypeScript	js/prototype-pollution	Prototype-polluting merge call
CWE-94	JavaScript/TypeScript	js/actions/pull-request-target	Checkout of untrusted code in trusted context
CWE-94	JavaScript/TypeScript	js/code-injection-more-sources	Code injection with additional heuristic sources
CWE-94	JavaScript/TypeScript	js/prototype-polluting-assignment-more-sources	Prototype-polluting assignment with additional heuristic sources
CWE-95	JavaScript/TypeScript	js/code-injection	Code injection
CWE-95	JavaScript/TypeScript	js/code-injection-more-sources	Code injection with additional heuristic sources
CWE-99	JavaScript/TypeScript	js/path-injection	Uncontrolled data used in path expression
CWE-116	JavaScript/TypeScript	js/angular/disabling-sce	Disabling SCE
CWE-116	JavaScript/TypeScript	js/identity-replacement	Replacement of a substring with itself
CWE-116	JavaScript/TypeScript	js/xss-through-exception	Exception text reinterpreted as HTML
CWE-116	JavaScript/TypeScript	js/reflected-xss	Reflected cross-site scripting
CWE-116	JavaScript/TypeScript	js/stored-xss	Stored cross-site scripting
CWE-116	JavaScript/TypeScript	js/html-constructed-from-input	Unsafe HTML constructed from library input
CWE-116	JavaScript/TypeScript	js/unsafe-jquery-plugin	Unsafe jQuery plugin
CWE-116	JavaScript/TypeScript	js/xss	Client-side cross-site scripting
CWE-116	JavaScript/TypeScript	js/xss-through-dom	DOM text reinterpreted as HTML
CWE-116	JavaScript/TypeScript	js/code-injection	Code injection
CWE-116	JavaScript/TypeScript	js/bad-code-sanitization	Improper code sanitization
CWE-116	JavaScript/TypeScript	js/unsafe-code-construction	Unsafe code constructed from library input
CWE-116	JavaScript/TypeScript	js/bad-tag-filter	Bad HTML filtering regexp
CWE-116	JavaScript/TypeScript	js/double-escaping	Double escaping or unescaping
CWE-116	JavaScript/TypeScript	js/incomplete-html-attribute-sanitization	Incomplete HTML attribute sanitization
CWE-116	JavaScript/TypeScript	js/incomplete-multi-character-sanitization	Incomplete multi-character sanitization
CWE-116	JavaScript/TypeScript	js/incomplete-sanitization	Incomplete string escaping or encoding
CWE-116	JavaScript/TypeScript	js/unsafe-html-expansion	Unsafe expansion of self-closing HTML tag
CWE-116	JavaScript/TypeScript	js/log-injection	Log injection
CWE-116	JavaScript/TypeScript	js/client-side-unvalidated-url-redirection	Client-side URL redirect
CWE-116	JavaScript/TypeScript	js/xss-more-sources	Client-side cross-site scripting with additional heuristic sources
CWE-116	JavaScript/TypeScript	js/code-injection-more-sources	Code injection with additional heuristic sources
CWE-116	JavaScript/TypeScript	js/log-injection-more-sources	Log injection with additional heuristic sources
CWE-117	JavaScript/TypeScript	js/log-injection	Log injection
CWE-117	JavaScript/TypeScript	js/log-injection-more-sources	Log injection with additional heuristic sources
CWE-134	JavaScript/TypeScript	js/tainted-format-string	Use of externally-controlled format string
CWE-134	JavaScript/TypeScript	js/tainted-format-string-more-sources	Use of externally-controlled format string with additional heuristic sources
CWE-178	JavaScript/TypeScript	js/case-sensitive-middleware-path	Case-sensitive middleware path
CWE-183	JavaScript/TypeScript	js/angular/insecure-url-whitelist	Insecure URL whitelist
CWE-183	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials	CORS misconfiguration for credentials transfer
CWE-183	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials-more-sources	CORS misconfiguration for credentials transfer with additional heuristic sources
CWE-184	JavaScript/TypeScript	js/incomplete-url-scheme-check	Incomplete URL scheme check
CWE-184	JavaScript/TypeScript	js/bad-tag-filter	Bad HTML filtering regexp
CWE-185	JavaScript/TypeScript	js/angular/insecure-url-whitelist	Insecure URL whitelist
CWE-185	JavaScript/TypeScript	js/bad-tag-filter	Bad HTML filtering regexp
CWE-186	JavaScript/TypeScript	js/bad-tag-filter	Bad HTML filtering regexp
CWE-193	JavaScript/TypeScript	js/index-out-of-bounds	Off-by-one comparison against length
CWE-197	JavaScript/TypeScript	js/shift-out-of-range	Shift out of range
CWE-200	JavaScript/TypeScript	js/unsafe-external-link	Potentially unsafe external link
CWE-200	JavaScript/TypeScript	js/file-access-to-http	File data in outbound network request
CWE-200	JavaScript/TypeScript	js/exposure-of-private-files	Exposure of private files
CWE-200	JavaScript/TypeScript	js/cross-window-information-leak	Cross-window communication with unrestricted target origin
CWE-200	JavaScript/TypeScript	js/stack-trace-exposure	Information exposure through a stack trace
CWE-200	JavaScript/TypeScript	js/build-artifact-leak	Storage of sensitive information in build artifact
CWE-200	JavaScript/TypeScript	js/clear-text-logging	Clear-text logging of sensitive information
CWE-200	JavaScript/TypeScript	js/clear-text-storage-of-sensitive-data	Clear text storage of sensitive information
CWE-200	JavaScript/TypeScript	js/sensitive-get-query	Sensitive data read from GET request
CWE-201	JavaScript/TypeScript	js/cross-window-information-leak	Cross-window communication with unrestricted target origin
CWE-209	JavaScript/TypeScript	js/stack-trace-exposure	Information exposure through a stack trace
CWE-216	JavaScript/TypeScript	js/exposure-of-private-files	Exposure of private files
CWE-219	JavaScript/TypeScript	js/exposure-of-private-files	Exposure of private files
CWE-221	JavaScript/TypeScript	js/missing-x-frame-options	Missing X-Frame-Options HTTP header
CWE-227	JavaScript/TypeScript	js/superfluous-trailing-arguments	Superfluous trailing arguments
CWE-227	JavaScript/TypeScript	js/missing-x-frame-options	Missing X-Frame-Options HTTP header
CWE-248	JavaScript/TypeScript	js/server-crash	Server crash
CWE-250	JavaScript/TypeScript	js/remote-property-injection	Remote property injection
CWE-250	JavaScript/TypeScript	js/remote-property-injection-more-sources	Remote property injection with additional heuristic sources
CWE-256	JavaScript/TypeScript	js/password-in-configuration-file	Password in configuration file
CWE-258	JavaScript/TypeScript	js/empty-password-in-configuration-file	Empty password in configuration file
CWE-259	JavaScript/TypeScript	js/hardcoded-credentials	Hard-coded credentials
CWE-260	JavaScript/TypeScript	js/password-in-configuration-file	Password in configuration file
CWE-260	JavaScript/TypeScript	js/empty-password-in-configuration-file	Empty password in configuration file
CWE-269	JavaScript/TypeScript	js/remote-property-injection	Remote property injection
CWE-269	JavaScript/TypeScript	js/remote-property-injection-more-sources	Remote property injection with additional heuristic sources
CWE-284	JavaScript/TypeScript	js/missing-origin-check	Missing origin verification in postMessage handler
CWE-284	JavaScript/TypeScript	js/exposure-of-private-files	Exposure of private files
CWE-284	JavaScript/TypeScript	js/disabling-certificate-validation	Disabling certificate validation
CWE-284	JavaScript/TypeScript	js/insecure-dependency	Dependency download using unencrypted communication channel
CWE-284	JavaScript/TypeScript	js/password-in-configuration-file	Password in configuration file
CWE-284	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials	CORS misconfiguration for credentials transfer
CWE-284	JavaScript/TypeScript	js/session-fixation	Failure to abandon session
CWE-284	JavaScript/TypeScript	js/remote-property-injection	Remote property injection
CWE-284	JavaScript/TypeScript	js/host-header-forgery-in-email-generation	Host header poisoning in email generation
CWE-284	JavaScript/TypeScript	js/missing-rate-limiting	Missing rate limiting
CWE-284	JavaScript/TypeScript	js/hardcoded-credentials	Hard-coded credentials
CWE-284	JavaScript/TypeScript	js/user-controlled-bypass	User-controlled bypass of security check
CWE-284	JavaScript/TypeScript	js/different-kinds-comparison-bypass	Comparison of user-controlled data of different kinds
CWE-284	JavaScript/TypeScript	js/empty-password-in-configuration-file	Empty password in configuration file
CWE-284	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials-more-sources	CORS misconfiguration for credentials transfer with additional heuristic sources
CWE-284	JavaScript/TypeScript	js/remote-property-injection-more-sources	Remote property injection with additional heuristic sources
CWE-284	JavaScript/TypeScript	js/user-controlled-bypass-more-sources	User-controlled bypass of security check with additional heuristic sources
CWE-285	JavaScript/TypeScript	js/exposure-of-private-files	Exposure of private files
CWE-285	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials	CORS misconfiguration for credentials transfer
CWE-285	JavaScript/TypeScript	js/empty-password-in-configuration-file	Empty password in configuration file
CWE-285	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials-more-sources	CORS misconfiguration for credentials transfer with additional heuristic sources
CWE-287	JavaScript/TypeScript	js/password-in-configuration-file	Password in configuration file
CWE-287	JavaScript/TypeScript	js/session-fixation	Failure to abandon session
CWE-287	JavaScript/TypeScript	js/host-header-forgery-in-email-generation	Host header poisoning in email generation
CWE-287	JavaScript/TypeScript	js/missing-rate-limiting	Missing rate limiting
CWE-287	JavaScript/TypeScript	js/hardcoded-credentials	Hard-coded credentials
CWE-287	JavaScript/TypeScript	js/user-controlled-bypass	User-controlled bypass of security check
CWE-287	JavaScript/TypeScript	js/different-kinds-comparison-bypass	Comparison of user-controlled data of different kinds
CWE-287	JavaScript/TypeScript	js/empty-password-in-configuration-file	Empty password in configuration file
CWE-287	JavaScript/TypeScript	js/user-controlled-bypass-more-sources	User-controlled bypass of security check with additional heuristic sources
CWE-290	JavaScript/TypeScript	js/user-controlled-bypass	User-controlled bypass of security check
CWE-290	JavaScript/TypeScript	js/different-kinds-comparison-bypass	Comparison of user-controlled data of different kinds
CWE-290	JavaScript/TypeScript	js/user-controlled-bypass-more-sources	User-controlled bypass of security check with additional heuristic sources
CWE-295	JavaScript/TypeScript	js/disabling-certificate-validation	Disabling certificate validation
CWE-297	JavaScript/TypeScript	js/disabling-certificate-validation	Disabling certificate validation
CWE-300	JavaScript/TypeScript	js/insecure-dependency	Dependency download using unencrypted communication channel
CWE-307	JavaScript/TypeScript	js/missing-rate-limiting	Missing rate limiting
CWE-311	JavaScript/TypeScript	js/insecure-dependency	Dependency download using unencrypted communication channel
CWE-311	JavaScript/TypeScript	js/build-artifact-leak	Storage of sensitive information in build artifact
CWE-311	JavaScript/TypeScript	js/clear-text-logging	Clear-text logging of sensitive information
CWE-311	JavaScript/TypeScript	js/clear-text-storage-of-sensitive-data	Clear text storage of sensitive information
CWE-311	JavaScript/TypeScript	js/password-in-configuration-file	Password in configuration file
CWE-311	JavaScript/TypeScript	js/clear-text-cookie	Clear text transmission of sensitive cookie
CWE-312	JavaScript/TypeScript	js/build-artifact-leak	Storage of sensitive information in build artifact
CWE-312	JavaScript/TypeScript	js/clear-text-logging	Clear-text logging of sensitive information
CWE-312	JavaScript/TypeScript	js/clear-text-storage-of-sensitive-data	Clear text storage of sensitive information
CWE-312	JavaScript/TypeScript	js/password-in-configuration-file	Password in configuration file
CWE-312	JavaScript/TypeScript	js/clear-text-cookie	Clear text transmission of sensitive cookie
CWE-313	JavaScript/TypeScript	js/password-in-configuration-file	Password in configuration file
CWE-315	JavaScript/TypeScript	js/build-artifact-leak	Storage of sensitive information in build artifact
CWE-315	JavaScript/TypeScript	js/clear-text-storage-of-sensitive-data	Clear text storage of sensitive information
CWE-319	JavaScript/TypeScript	js/insecure-dependency	Dependency download using unencrypted communication channel
CWE-319	JavaScript/TypeScript	js/clear-text-cookie	Clear text transmission of sensitive cookie
CWE-321	JavaScript/TypeScript	js/hardcoded-credentials	Hard-coded credentials
CWE-326	JavaScript/TypeScript	js/insufficient-key-size	Use of a weak cryptographic key
CWE-326	JavaScript/TypeScript	js/weak-cryptographic-algorithm	Use of a broken or weak cryptographic algorithm
CWE-327	JavaScript/TypeScript	js/biased-cryptographic-random	Creating biased random numbers from a cryptographically secure source
CWE-327	JavaScript/TypeScript	js/weak-cryptographic-algorithm	Use of a broken or weak cryptographic algorithm
CWE-327	JavaScript/TypeScript	js/insufficient-password-hash	Use of password hash with insufficient computational effort
CWE-328	JavaScript/TypeScript	js/weak-cryptographic-algorithm	Use of a broken or weak cryptographic algorithm
CWE-330	JavaScript/TypeScript	js/insecure-randomness	Insecure randomness
CWE-330	JavaScript/TypeScript	js/hardcoded-credentials	Hard-coded credentials
CWE-330	JavaScript/TypeScript	js/predictable-token	Predictable token
CWE-338	JavaScript/TypeScript	js/insecure-randomness	Insecure randomness
CWE-340	JavaScript/TypeScript	js/predictable-token	Predictable token
CWE-344	JavaScript/TypeScript	js/hardcoded-credentials	Hard-coded credentials
CWE-345	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials	CORS misconfiguration for credentials transfer
CWE-345	JavaScript/TypeScript	js/jwt-missing-verification	JWT missing secret or public key verification
CWE-345	JavaScript/TypeScript	js/missing-token-validation	Missing CSRF middleware
CWE-345	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials-more-sources	CORS misconfiguration for credentials transfer with additional heuristic sources
CWE-346	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials	CORS misconfiguration for credentials transfer
CWE-346	JavaScript/TypeScript	js/cors-misconfiguration-for-credentials-more-sources	CORS misconfiguration for credentials transfer with additional heuristic sources
CWE-347	JavaScript/TypeScript	js/jwt-missing-verification	JWT missing secret or public key verification
CWE-352	JavaScript/TypeScript	js/missing-token-validation	Missing CSRF middleware
CWE-359	JavaScript/TypeScript	js/cross-window-information-leak	Cross-window communication with unrestricted target origin
CWE-359	JavaScript/TypeScript	js/build-artifact-leak	Storage of sensitive information in build artifact
CWE-359	JavaScript/TypeScript	js/clear-text-logging	Clear-text logging of sensitive information
CWE-359	JavaScript/TypeScript	js/clear-text-storage-of-sensitive-data	Clear text storage of sensitive information
CWE-362	JavaScript/TypeScript	js/file-system-race	Potential file system race condition
CWE-367	JavaScript/TypeScript	js/file-system-race	Potential file system race condition
CWE-377	JavaScript/TypeScript	js/insecure-temporary-file	Insecure temporary file
CWE-378	JavaScript/TypeScript	js/insecure-temporary-file	Insecure temporary file
CWE-384	JavaScript/TypeScript	js/session-fixation	Failure to abandon session
CWE-398	JavaScript/TypeScript	js/todo-comment	TODO comment
CWE-398	JavaScript/TypeScript	js/eval-like-call	Call to eval-like DOM function
CWE-398	JavaScript/TypeScript	js/variable-initialization-conflict	Conflicting variable initialization
CWE-398	JavaScript/TypeScript	js/function-declaration-conflict	Conflicting function declarations
CWE-398	JavaScript/TypeScript	js/useless-assignment-to-global	Useless assignment to global variable
CWE-398	JavaScript/TypeScript	js/useless-assignment-to-local	Useless assignment to local variable
CWE-398	JavaScript/TypeScript	js/overwritten-property	Overwritten property
CWE-398	JavaScript/TypeScript	js/comparison-of-identical-expressions	Comparison of identical values
CWE-398	JavaScript/TypeScript	js/comparison-with-nan	Comparison with NaN
CWE-398	JavaScript/TypeScript	js/duplicate-condition	Duplicate 'if' condition
CWE-398	JavaScript/TypeScript	js/duplicate-property	Duplicate property
CWE-398	JavaScript/TypeScript	js/duplicate-switch-case	Duplicate switch case
CWE-398	JavaScript/TypeScript	js/useless-expression	Expression has no effect
CWE-398	JavaScript/TypeScript	js/comparison-between-incompatible-types	Comparison between inconvertible types
CWE-398	JavaScript/TypeScript	js/redundant-operation	Identical operands
CWE-398	JavaScript/TypeScript	js/redundant-assignment	Self assignment
CWE-398	JavaScript/TypeScript	js/call-to-non-callable	Invocation of non-function
CWE-398	JavaScript/TypeScript	js/property-access-on-non-object	Property access on null or undefined
CWE-398	JavaScript/TypeScript	js/unneeded-defensive-code	Unneeded defensive code
CWE-398	JavaScript/TypeScript	js/useless-type-test	Useless type test
CWE-398	JavaScript/TypeScript	js/eval-call	Use of eval
CWE-398	JavaScript/TypeScript	js/node/assignment-to-exports-variable	Assignment to exports variable
CWE-398	JavaScript/TypeScript	js/regex/unmatchable-caret	Unmatchable caret in regular expression
CWE-398	JavaScript/TypeScript	js/regex/unmatchable-dollar	Unmatchable dollar in regular expression
CWE-398	JavaScript/TypeScript	js/useless-assignment-in-return	Return statement assigns local variable
CWE-398	JavaScript/TypeScript	js/unreachable-statement	Unreachable statement
CWE-398	JavaScript/TypeScript	js/trivial-conditional	Useless conditional
CWE-400	JavaScript/TypeScript	js/polynomial-redos	Polynomial regular expression used on uncontrolled data
CWE-400	JavaScript/TypeScript	js/redos	Inefficient regular expression
CWE-400	JavaScript/TypeScript	js/resource-exhaustion-from-deep-object-traversal	Resources exhaustion from deep object traversal
CWE-400	JavaScript/TypeScript	js/remote-property-injection	Remote property injection
CWE-400	JavaScript/TypeScript	js/regex-injection	Regular expression injection
CWE-400	JavaScript/TypeScript	js/missing-rate-limiting	Missing rate limiting
CWE-400	JavaScript/TypeScript	js/resource-exhaustion	Resource exhaustion
CWE-400	JavaScript/TypeScript	js/xml-bomb	XML internal entity expansion
